"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Close Date","Opportunity Owner","Lead Source Category"
"Aluna Capital Partners","Aluna Partners","Q2-2021","","Rapid Growth Brands - New Business","56.00","6500","56.0000000000","","4/1/2021","Matt Levitt","Inbound"
"CDI","CDI","Q2-2021","","Rapid Growth Brands - New Business","1.00","1000","1.0000000000","","4/20/2021","Matt Levitt","Outbound"
"ALW","ALW","Q2-2021","","Rapid Growth Brands - New Business","12.00","8000","12.0000000000","","4/14/2021","Matt Levitt","Outbound"
"Integrate","Integrate","Q2-2021","","Rapid Growth Brands - New Business","20.00","1000","20.0000000000","","4/27/2021","Matt Levitt","Outbound"
"ALW","ALW","Q2-2021","","Rapid Growth Brands - New Business","64.00","8000","64.0000000000","","4/15/2021","Matt Levitt","Outbound"
"Gilliland CM","Gilliland CM (Dev)","Q2-2021","","Commercial Velocity - New Business","-1.00","1503","0.0000000000","","4/21/2021","Mike Iaco","Channel Partner"
"Pattern Beauty","Pattern Beauty","Q2-2021","","Commercial Velocity - New Business","-1.00","3774","0.0000000000","","4/27/2021","Mike Iaco","Channel Partner"
"IBH (Integrated Behavioral Health)","IBH Solutions","Q2-2021","","Commercial Velocity - New Business","0.00","19723","0.0000000000","","4/20/2021","Mike Iaco","Channel Partner"
"OZOp Energy systems","OZOp Energy systems-","Q2-2021","","Private Equity - Marketing Deal","0.00","15548","0.0000000000","","4/20/2021","Mike Iaco","Outbound"
"eSports Technologies","eSports Technologies-","Q2-2021","","Commercial Velocity - New Business","3.00","10000","3.0000000000","","4/6/2021","Pat Kreidler","Channel Partner"
"Fresh Clean Tees","Fresh Clean Tees-","Q2-2021","","Commercial Velocity - New Business","19.00","12103","19.0000000000","","4/6/2021","Pat Kreidler","Channel Partner"
"Santa Monica Seafood Dock Direct","Santa Monica Seafood Dock Direct-","Q2-2021","","Commercial Velocity - New Business","28.00","8000","28.0000000000","","4/15/2021","Pat Kreidler","Channel Partner"
"Scouting Zone","Scouting Zone","Q2-2021","","Commercial Velocity - New Business","34.00","0","34.0000000000","","4/1/2021","Pat Kreidler","Channel Partner"
"Bjorn Farrugia Real Estate","Bjorn Farrugia Real Estate","Q2-2021","","Commercial Velocity - New Business","72.00","5000","72.0000000000","","4/1/2021","Pat Kreidler","Channel Partner"
"Viva Eve","Viva Eve-","Q2-2021","","Commercial Velocity - New Business","89.00","3917","89.0000000000","","4/23/2021","Pat Kreidler","Channel Partner"
"Marucci Sports LLC","Marucci Sports","Q2-2021","","Commercial Velocity - New Business","122.00","1000","122.0000000000","","4/1/2021","Pat Kreidler","Channel Partner"
"Algenesis Footwear","Algenesis Footwear (BlueView) - Website Project","Q2-2021","","Commercial Velocity - New Business","0.00","32487","0.0000000000","","4/23/2021","Pat Kreidler","Inbound"
"Astrid & Miyu","Astrid and Miyu-","Q2-2021","","Commercial Velocity - New Business","14.00","6000","14.0000000000","","4/1/2021","Pat Kreidler","Inbound"
"Homedics","Homedics-","Q2-2021","","Commercial Velocity - New Business","14.00","22550","14.0000000000","","4/23/2021","Pat Kreidler","Inbound"
"House of Marley","House of Marley","Q2-2021","","Commercial Velocity - New Business","51.00","10000","51.0000000000","","4/29/2021","Pat Kreidler","Inbound"
"Algenesis Footwear","Algenesis Footwear (BlueView)","Q2-2021","","Commercial Velocity - New Business","71.00","19110","71.0000000000","","4/23/2021","Pat Kreidler","Inbound"
"Schaefer Outfitter","Schaefer Outfitter","Q2-2021","","Commercial Velocity - New Business","101.00","7500","101.0000000000","","4/1/2021","Pat Kreidler","Inbound"
"Copper Banking","Copper Banking","Q2-2021","","Commercial Velocity - New Business","225.00","5000","225.0000000000","","4/1/2021","Pat Kreidler","Inbound"
"Boody Wear","Boody Wear-","Q2-2021","","Commercial Velocity - New Business","5.00","6497","5.0000000000","","4/2/2021","Pat Kreidler","Outbound"
"Osso Good","Osso Good","Q2-2021","","Commercial Velocity - New Business","34.00","3500","34.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"White + Warren","White + Warren-","Q2-2021","","Commercial Velocity - New Business","42.00","8774","42.0000000000","","4/27/2021","Pat Kreidler","Outbound"
"7 Points","7Points","Q2-2021","","Commercial Velocity - New Business","50.00","1000","50.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"Fare Resources","Fare Resources","Q2-2021","","Commercial Velocity - New Business","50.00","5500","50.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"Rule Breaker Snacks","Rule Breaker","Q2-2021","","Commercial Velocity - New Business","56.00","10000","56.0000000000","","4/23/2021","Pat Kreidler","Outbound"
"Shaped By An Angel","Shaped By An Angel- Pat Old","Q2-2021","","Commercial Velocity - New Business","58.00","5000","58.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"Baja Jerky","Baja Jerky","Q2-2021","","Commercial Velocity - New Business","72.00","5000","72.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"Vice Golf","Vice Golf-","Q2-2021","","Commercial Velocity - New Business","89.00","5000","89.0000000000","","4/23/2021","Pat Kreidler","Outbound"
"Microvision Optical, Inc","Parallel Eyewear","Q2-2021","","Commercial Velocity - New Business","104.00","6500","104.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"Exagen Inc","Exagen","Q2-2021","","Commercial Velocity - New Business","118.00","3500","118.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"Intimina","Intimina","Q2-2021","","Commercial Velocity - New Business","219.00","4500","219.0000000000","","4/1/2021","Pat Kreidler","Outbound"
"Boyne Capital Partners LLC","Boyne A&A Nova","Q2-2021","","Private Equity - Diligence","-21.00","5000","0.0000000000","","4/9/2021","Pierre Le Veaux","Channel Partner"
"Two Fish Crab Shack","Two Fish Crab Shack","Q2-2021","","Private Equity - Diligence","0.00","5000","0.0000000000","","4/14/2021","Pierre Le Veaux","Channel Partner"
"Spark Grills","Spark Grills","Q2-2021","","Private Equity - Marketing Deal","0.00","8000","0.0000000000","","4/29/2021","Pierre Le Veaux","Channel Partner"
"Womens Health Group Inc","Womens Health Health Group","Q2-2021","","Private Equity - Marketing Deal","57.00","10000","57.0000000000","","4/28/2021","Pierre Le Veaux","Channel Partner"
"EarlyBird","EarlyBird","Q2-2021","","Private Equity - Diligence","83.00","10","83.0000000000","","4/30/2021","Pierre Le Veaux","Channel Partner"
"Susquehanna Growth Equity LLC","Rentable Diligence","Q2-2021","","Private Equity - Diligence","-15.00","13000","0.0000000000","","4/15/2021","Pierre Le Veaux","Outbound"
"Freeman Spogli & Co.","VOLT Diligence","Q2-2021","","Private Equity - Diligence","0.00","25000","0.0000000000","","4/29/2021","Pierre Le Veaux","Outbound"
"Dr. Squatch","Dr. Squatch Project","Q2-2021","","Private Equity - Diligence","1.00","15000","1.0000000000","","4/30/2021","Pierre Le Veaux","Outbound"
"prairie-capital.com","Prairie Capital","Q2-2021","","Private Equity - Marketing Deal","2.00","5000","2.0000000000","","4/7/2021","Pierre Le Veaux","Outbound"
"advent international","advent international","Q2-2021","","Private Equity - Diligence","111.00","15000","111.0000000000","","4/29/2021","Pierre Le Veaux","Outbound"
"Republic Fire Proection","Republic Fire","Q2-2021","","Private Equity - Diligence","116.00","10000","116.0000000000","","4/2/2021","Pierre Le Veaux","Outbound"
"Smarthop LLC","Smart Hop","Q2-2021","","Private Equity - Marketing Deal","122.00","30000","122.0000000000","","4/1/2021","Pierre Le Veaux","Outbound"
"ZenBusiness","ZenBusiness","Q2-2021","","Private Equity - Marketing Deal","122.00","13965","122.0000000000","","4/1/2021","Pierre Le Veaux","Outbound"
"Gunderson Dettmer, Inc.","Gunderson PR Push","Q2-2021","","Private Equity - Marketing Deal","260.00","8000","260.0000000000","","4/30/2021","Pierre Le Veaux","Outbound"
"FAF Software","FAF Software","Q2-2021","","Commercial Velocity - New Business","14.00","1000","14.0000000000","","4/9/2021","Universal Sales Rep","Channel Partner"
"Access Corp","Access Corporate","Q2-2021","","Commercial Velocity - New Business","50.00","12716","50.0000000000","","4/2/2021","Universal Sales Rep","Channel Partner"
"CNECT GPO","CNECT GPO","Q2-2021","","Commercial Velocity - New Business","35.00","40000","35.0000000000","","4/2/2021","Universal Sales Rep","Inbound"
"Grid Dynamics","Grid Dynamics","Q2-2021","","Rapid Growth Brands - New Business","50.00","10000","50.0000000000","","4/23/2021","Universal Sales Rep","Inbound"
"CENTRL","CENTRL","Q2-2021","","Commercial Velocity - New Business","104.00","5000","104.0000000000","","4/1/2021","Universal Sales Rep","Inbound"
"Scrappi","Scrappi","Q2-2021","","Commercial Velocity - New Business","14.00","8500","14.0000000000","","4/9/2021","Universal Sales Rep","Outbound"
"GoTab, Inc.","GoTab","Q2-2021","","Commercial Velocity - New Business","16.00","6889","16.0000000000","","4/9/2021","Universal Sales Rep","Outbound"
"Futures Without Violence","Futures Without Violence - New Program","Q2-2021","","Commercial Velocity - New Business","18.00","20000","18.0000000000","","4/20/2021","Universal Sales Rep","Outbound"
"COOLA","COOLA 2.0","Q2-2021","","Commercial Velocity - New Business","34.00","35672","34.0000000000","","4/7/2021","Universal Sales Rep","Outbound"
"Boomr","Boomr","Q2-2021","","Private Equity - Marketing Deal","58.00","704","58.0000000000","","4/9/2021","Universal Sales Rep","Outbound"
"Orgain","Orgain","Q2-2021","","Commercial Velocity - New Business","69.00","44745","69.0000000000","","4/7/2021","Zac Kyle","Channel Partner"
"Coffee Meets Bagel","Coffee Meets Bagel","Q2-2021","","Commercial Velocity - New Business","104.00","1000","104.0000000000","","4/1/2021","Zac Kyle","Channel Partner"
"Live Music Tutor","Live Music Tutor","Q2-2021","","Commercial Velocity - New Business","118.00","8000","118.0000000000","","4/1/2021","Zac Kyle","Channel Partner"
"Nobal (iMirror)","Nobal (iMirror)","Q2-2021","","Commercial Velocity - New Business","181.00","10000","181.0000000000","","4/1/2021","Zac Kyle","Channel Partner"
"lively root","lively root","Q2-2021","","Commercial Velocity - New Business","186.00","8000","186.0000000000","","4/1/2021","Zac Kyle","Channel Partner"
"Painting to Gogh","Painting to Gogh","Q2-2021","","Commercial Velocity - New Business","221.00","5500","221.0000000000","","4/1/2021","Zac Kyle","Channel Partner"
"I Will Teach You To Be Rich","IWT-","Q2-2021","","Commercial Velocity - New Business","52.00","0","52.0000000000","","4/30/2021","Zac Kyle","Inbound"
"Encinitas Chamber of Commerce","Encinitas Chamber of Commerce-","Q2-2021","","Commercial Velocity - New Business","56.00","20000","56.0000000000","","4/15/2021","Zac Kyle","Inbound"
"Alpha Food Labs","Alpha Food Labs","Q2-2021","","Commercial Velocity - New Business","63.00","1000","63.0000000000","","4/1/2021","Zac Kyle","Inbound"
"SD Botox","SD Botox","Q2-2021","","Commercial Velocity - New Business","98.00","1000","98.0000000000","","4/30/2021","Zac Kyle","Inbound"
"Zehl & Associates","Zehl & Associates","Q2-2021","","Commercial Velocity - New Business","143.00","1000","143.0000000000","","4/1/2021","Zac Kyle","Inbound"
"SD Botox","SD Botox","Q2-2021","","Commercial Velocity - New Business","-230.00","10000","0.0000000000","","4/30/2021","Zac Kyle","Outbound"
"Nucleus Core Pro","Nucleus Core Pro","Q2-2021","","Commercial Velocity - New Business","37.00","10000","37.0000000000","","4/1/2021","Zac Kyle","Outbound"
"Remrise","Remrise","Q2-2021","","Commercial Velocity - New Business","52.00","8000","52.0000000000","","4/15/2021","Zac Kyle","Outbound"
"Gold Standard Care","Colonial Assisted Living","Q2-2021","","Commercial Velocity - New Business","84.00","12000","84.0000000000","","4/30/2021","Zac Kyle","Outbound"
"Brainjolt","Brainjolt - Email Marketing","Q2-2021","","Commercial Velocity - New Business","155.00","11500","155.0000000000","","4/10/2021","Zac Kyle","Outbound"
"Adamson Ahdoot LLP","Adamson Ahdoot - Web Dev","Q2-2021","","Commercial Velocity - New Business","161.00","10000","161.0000000000","","4/30/2021","Zac Kyle","Outbound"
"National Powersports Auction","National Power Sports - Search Campaign","Q2-2021","","Commercial Velocity - New Business","171.00","6983","171.0000000000","","4/26/2021","Zac Kyle","Outbound"
"Adamson Ahdoot","Adamson Ahdoot","Q2-2021","","Commercial Velocity - New Business","175.00","12500","175.0000000000","","4/30/2021","Zac Kyle","Outbound"
"Headshop.com","Rev Offers","Q2-2021","","Commercial Velocity - New Business","196.00","5000","196.0000000000","","4/1/2021","Zac Kyle","Outbound"
"Kin Euphorics","Kin Euphorics","Q2-2021","","Commercial Velocity - New Business","320.00","4000","320.0000000000","","5/31/2021","Alex Serna","Channel Partner"
"Inkbox","InkBox","Q2-2021","","Commercial Velocity - New Business","325.00","4000","325.0000000000","","5/31/2021","Alex Serna","Channel Partner"
"Purple Lotus Patient Center","Purple Lotus","Q2-2021","","Commercial Velocity - New Business","200.00","7500","200.0000000000","","5/31/2021","Alex Serna","Inbound"
"American Service Pets","American Service Pets","Q2-2021","","Commercial Velocity - New Business","292.00","7000","292.0000000000","","5/31/2021","Alex Serna","Inbound"
"ProtoHomes","ProtoHomes","Q2-2021","","Commercial Velocity - New Business","471.00","5000","471.0000000000","","5/14/2021","Alex Serna","Inbound"
"Baja Jerky","Baja Jerky-","Q2-2021","","Commercial Velocity - New Business","44.00","0","44.0000000000","","5/1/2021","Alex Serna","Outbound"
"Babe Lash","Babe Lash","Q2-2021","","Commercial Velocity - New Business","66.00","8000","66.0000000000","","5/3/2021","Alex Serna","Outbound"
"Bada Bean Bada Boom","Bada Bean Snacks","Q2-2021","","Commercial Velocity - New Business","199.00","5000","199.0000000000","","5/31/2021","Alex Serna","Outbound"
"Eat Enlightened","Eat Enlightened","Q2-2021","","Commercial Velocity - New Business","199.00","5000","199.0000000000","","5/31/2021","Alex Serna","Outbound"
"Volo Beauty","Volo Beauty","Q2-2021","","Commercial Velocity - New Business","208.00","5000","208.0000000000","","5/31/2021","Alex Serna","Outbound"
"ELLA PARADIS Inc.","Ella Paradis","Q2-2021","","Commercial Velocity - New Business","215.00","10000","215.0000000000","","5/31/2021","Alex Serna","Outbound"
"Altwork","altwork","Q2-2021","","Commercial Velocity - New Business","229.00","10000","229.0000000000","","5/31/2021","Alex Serna","Outbound"
"Blankini","Blankini","Q2-2021","","Commercial Velocity - New Business","234.00","6500","234.0000000000","","5/31/2021","Alex Serna","Outbound"
"IQ Skyline","IQ Skyline","Q2-2021","","Commercial Velocity - New Business","234.00","6500","234.0000000000","","5/31/2021","Alex Serna","Outbound"
"Rocky Mountain Foods, Inc.","Rocky Mountain Foods","Q2-2021","","Commercial Velocity - New Business","292.00","3000","292.0000000000","","5/31/2021","Alex Serna","Outbound"
"IQ Bar","IQ Bar","Q2-2021","","Commercial Velocity - New Business","392.00","1000","392.0000000000","","5/14/2021","Alex Serna","Outbound"
"Null TBD","New Business Venture/Jack Donitz","Q2-2021","","Commercial Velocity - New Business","46.00","1000","46.0000000000","","5/1/2021","Ben Rogers","Channel Partner"
"JVA Art Group","JVA Art Group-","Q2-2021","","Commercial Velocity - New Business","51.00","5000","51.0000000000","","5/1/2021","Ben Rogers","Channel Partner"
"Kindhumans","Kind Humans","Q2-2021","","Commercial Velocity - New Business","64.00","7500","64.0000000000","","5/1/2021","Ben Rogers","Channel Partner"
"Discovery Health Services","Discovery Health Services-","Q2-2021","","Commercial Velocity - New Business","74.00","10000","74.0000000000","","5/1/2021","Ben Rogers","Channel Partner"
"Simpli Home Furniture","Simpli Home Ltd-","Q2-2021","","Commercial Velocity - New Business","31.00","0","31.0000000000","","5/1/2021","Ben Rogers","Inbound"
"TwinklingTree","TwinklingTree-","Q2-2021","","Commercial Velocity - New Business","31.00","0","31.0000000000","","5/1/2021","Ben Rogers","Inbound"
"MTailor","MTailor-","Q2-2021","","Commercial Velocity - New Business","38.00","10000","38.0000000000","","5/1/2021","Ben Rogers","Inbound"
"LXR","LXRandCo-","Q2-2021","","Commercial Velocity - New Business","43.00","12500","43.0000000000","","5/1/2021","Ben Rogers","Inbound"
"SOLBARI","SOLBARI-","Q2-2021","","Commercial Velocity - New Business","50.00","10000","50.0000000000","","5/7/2021","Ben Rogers","Inbound"
"Pura Vida","Pura Vida Bracelets- Email","Q2-2021","","Commercial Velocity - New Business","50.00","14532","50.0000000000","","5/19/2021","Ben Rogers","Inbound"
"Crimson and Clover Studio LLC","Crimson and Clover Studio LLC-","Q2-2021","","Commercial Velocity - New Business","54.00","6500","54.0000000000","","5/1/2021","Ben Rogers","Inbound"
"Monrow","Monrow-","Q2-2021","","Commercial Velocity - New Business","57.00","10000","57.0000000000","","5/1/2021","Ben Rogers","Inbound"
"Perfect Practice","Perfect Practice Golf-","Q2-2021","","Commercial Velocity - New Business","28.00","1000","28.0000000000","","5/28/2021","Ben Rogers","Outbound"
"Divya Living","Divya Living-","Q2-2021","","Commercial Velocity - New Business","37.00","10000","37.0000000000","","5/1/2021","Ben Rogers","Outbound"
"Nova Easy Kombucha","Nova Kombucha-","Q2-2021","","Commercial Velocity - New Business","42.00","1000","42.0000000000","","5/1/2021","Ben Rogers","Outbound"
"Optimalprint","Optimal Print-","Q2-2021","","Commercial Velocity - New Business","47.00","1000","47.0000000000","","5/1/2021","Ben Rogers","Outbound"
"Milk & Sugar","Milk & Sugar-","Q2-2021","","Commercial Velocity - New Business","31.00","10000","31.0000000000","","5/7/2021","Brittany Arnold","Channel Partner"
"CELESTE SOL Jewelry","Celeste Sol Jewelry-","Q2-2021","","Commercial Velocity - New Business","35.00","0","35.0000000000","","5/3/2021","Brittany Arnold","Channel Partner"
"Jaymee WINS","Jaymee WINS-","Q2-2021","","Commercial Velocity - New Business","49.00","1000","49.0000000000","","5/3/2021","Brittany Arnold","Inbound"
"First Day","First Day-","Q2-2021","","Commercial Velocity - New Business","104.00","10000","104.0000000000","","5/17/2021","Brittany Arnold","Inbound"
"JSHealth Vitamins","JSHealth Vitamins-","Q2-2021","","Commercial Velocity - New Business","35.00","0","35.0000000000","","5/3/2021","Brittany Arnold","Outbound"
"Highline Wellness","Highline Wellness-","Q2-2021","","Commercial Velocity - New Business","65.00","10000","65.0000000000","","5/19/2021","Brittany Arnold","Outbound"
"Fleur Marche","Fleur Marche-","Q2-2021","","Commercial Velocity - New Business","75.00","5500","75.0000000000","","5/3/2021","Brittany Arnold","Outbound"
"Simmons Sleep","Simmons Sleep","Q2-2021","","Commercial Velocity - New Business","95.00","1000","95.0000000000","","5/31/2021","Brittany Arnold","Outbound"
"KalaVita","Kala Vita","Q2-2021","","Commercial Velocity - New Business","154.00","6500","154.0000000000","","5/14/2021","Brittany Arnold","Outbound"
"Gainful","Gainful","Q2-2021","","Brand Strategy - New Business","-3.00","9800","0.0000000000","","5/21/2021","Connor Sanner","Channel Partner"
"Brainiac Kids","Brainiac Kids","Q2-2021","","Brand Strategy - New Business","0.00","26500","0.0000000000","","5/24/2021","Connor Sanner","Channel Partner"
"Kendra Scott","Kendra Scott","Q2-2021","","Rapid Growth Brands - New Business","5.00","14000","5.0000000000","","5/5/2021","Connor Sanner","Channel Partner"
"360 Quote LLC","360 Quote (May Diligence)","Q2-2021","","Strategic Accounts - New Business","-1.00","9310","0.0000000000","","5/3/2021","Corey Eulas","Channel Partner"
"Cove Hill Partners","Covehill (Jiffy Diligence)","Q2-2021","","Strategic Accounts - New Business","0.00","22344","0.0000000000","","5/7/2021","Corey Eulas","Channel Partner"
"LiveFreeda","LiveFreeda","Q2-2021","","Strategic Accounts - New Business","22.00","9310","22.0000000000","","5/11/2021","Corey Eulas","Channel Partner"
"Hopin","Hopin","Q2-2021","","Strategic Accounts - New Business","29.00","1000","29.0000000000","","5/1/2021","Corey Eulas","Channel Partner"
"Yumwoof","Yumwoof","Q2-2021","","Strategic Accounts - New Business","64.00","1000","64.0000000000","","5/1/2021","Corey Eulas","Channel Partner"
"Fifth Avenue Eyewear","Sak's 5th","Q2-2021","","Strategic Accounts - New Business","79.00","25975","79.0000000000","","5/12/2021","Corey Eulas","Channel Partner"
"Found","Join Found","Q2-2021","","Strategic Accounts - New Business","91.00","6682","91.0000000000","","5/28/2021","Corey Eulas","Channel Partner"
"BARK","BarkBox (Retainer)","Q2-2021","","Strategic Accounts - New Business","96.00","6470","96.0000000000","","5/1/2021","Corey Eulas","Channel Partner"
"Employer Advantage LLC","Employer Advantage","Q2-2021","","Strategic Accounts - New Business","106.00","22500","106.0000000000","","5/1/2021","Corey Eulas","Channel Partner"
"Public Spirit Co","Public Spirit Co","Q2-2021","","Strategic Accounts - New Business","232.00","9000","520.0000000000","","5/1/2021","Corey Eulas","Channel Partner"
"Michael Roger, Inc. (Decomposition)","Decomposition","Q2-2021","","Strategic Accounts - New Business","50.00","10000","50.0000000000","","5/1/2021","Corey Eulas","Inbound"
"EMCEE Society","EMCEE Society","Q2-2021","","Strategic Accounts - New Business","60.00","16758","60.0000000000","","5/21/2021","Corey Eulas","Inbound"
"Lazy. Cloud","Lazy. Cloud-","Q2-2021","","Brand Strategy - New Business","42.00","11179","42.0000000000","","5/31/2021","Hannah Underhill","Outbound"
"https://wrenglory.com/","Wren + Glory","Q2-2021","","Rapid Growth Brands - New Business","32.00","20000","32.0000000000","","5/31/2021","Jake Mehani","Channel Partner"
"Humanrace","Humanrace","Q2-2021","","Rapid Growth Brands - New Business","34.00","15000","34.0000000000","","5/31/2021","Jake Mehani","Channel Partner"
"Redesign Health","Redesign Health - Creative","Q2-2021","","Rapid Growth Brands - New Business","40.00","10000","40.0000000000","","5/31/2021","Jake Mehani","Channel Partner"
"KYPRIS Beauty","KYPRIS Beauty","Q2-2021","","Rapid Growth Brands - New Business","41.00","10000","41.0000000000","","5/31/2021","Jake Mehani","Channel Partner"
"Smart-Trike","Smart-Trike","Q2-2021","","Rapid Growth Brands - New Business","42.00","10000","42.0000000000","","5/31/2021","Jake Mehani","Channel Partner"
"WTHN","WTHN","Q2-2021","","Rapid Growth Brands - New Business","62.00","10000","62.0000000000","","5/6/2021","Jake Mehani","Channel Partner"
"Cometeer","Cometeer","Q2-2021","","Rapid Growth Brands - New Business","73.00","29806","73.0000000000","","5/20/2021","Jake Mehani","Channel Partner"
"Geometry","Geometry","Q2-2021","","Rapid Growth Brands - New Business","13.00","22693","13.0000000000","","5/3/2021","Jake Mehani","Inbound"
"Schazrosman","Schazrosman","Q2-2021","","Rapid Growth Brands - New Business","61.00","10000","61.0000000000","","5/4/2021","Jake Mehani","Inbound"
"Aura Frames","Aura Frames","Q2-2021","","Rapid Growth Brands - New Business","53.00","15000","53.0000000000","","5/31/2021","Jake Mehani","Outbound"
"exhale coffee roasters","Exhale Healthy Coffee-","Q2-2021","","Commercial Velocity - New Business","61.00","0","61.0000000000","","5/24/2021","Jenny Silva","Outbound"
"Hamama","Hamama","Q2-2021","","Commercial Velocity - New Business","98.00","15000","98.0000000000","","5/31/2021","Jenny Silva","Outbound"
"Grupo La Moderna","La Moderna-","Q2-2021","","Commercial Velocity - New Business","110.00","7448","110.0000000000","","5/14/2021","Jenny Silva","Outbound"
"Hummingway","Hummingway","Q2-2021","","Brand Strategy - New Business","11.00","8875","11.0000000000","","5/3/2021","Kira Tirshfield","Channel Partner"
"Freeball","Freeball","Q2-2021","","Brand Strategy - New Business","81.00","38220","81.0000000000","","5/31/2021","Kira Tirshfield","Channel Partner"
"Fit + Fresh","Fit + Fresh","Q2-2021","","Brand Strategy - New Business","0.00","7448","0.0000000000","","5/21/2021","Kira Tirshfield","Inbound"
"Dare To Roam","Dare To Roam","Q2-2021","","Brand Strategy - New Business","1.00","13686","1.0000000000","","5/11/2021","Kira Tirshfield","Inbound"
"Shik?","Shik?","Q2-2021","","Brand Strategy - New Business","17.00","13686","17.0000000000","","5/27/2021","Kira Tirshfield","Inbound"
"Spudsy","Spudsy","Q2-2021","","Brand Strategy - New Business","39.00","18015","39.0000000000","","5/31/2021","Kira Tirshfield","Inbound"
"Whipped","Whipped","Q2-2021","","Brand Strategy - New Business","101.00","10000","101.0000000000","","5/14/2021","Kira Tirshfield","Inbound"
"MUTHA?","MUTHA","Q2-2021","","Brand Strategy - New Business","28.00","9031","28.0000000000","","5/3/2021","Kira Tirshfield","Outbound"
"Chomps","CHOMPS","Q2-2021","","Brand Strategy - New Business","35.00","9031","35.0000000000","","5/3/2021","Kira Tirshfield","Outbound"
"ChargePoint","ChargePoint","Q2-2021","","Rapid Growth Brands - New Business","33.00","1000","33.0000000000","","5/1/2021","Matt Levitt","Inbound"
"Cassida Corporation","Cassida","Q2-2021","","Rapid Growth Brands - New Business","44.00","9555","44.0000000000","","5/1/2021","Matt Levitt","Inbound"
"DREAMLINE BRANDS, INC.","Dreamline Brands","Q2-2021","","Rapid Growth Brands - New Business","67.00","60674","67.0000000000","","5/21/2021","Matt Levitt","Inbound"
"Milton's Craft Bakers","Milton's Craft Bakers","Q2-2021","","Rapid Growth Brands - New Business","155.00","18823","155.0000000000","","5/15/2021","Matt Levitt","Inbound"
"Rokt","Rokt","Q2-2021","","Rapid Growth Brands - New Business","72.00","31220","72.0000000000","","5/26/2021","Matt Levitt","Outbound"
"Pediatric Cancer Research Foundation","Pediatric Cancer Research Foundation","Q2-2021","","Rapid Growth Brands - New Business","102.00","2500","102.0000000000","","5/1/2021","Matt Levitt","Outbound"
"Gentle Wave (iHeart Andrew Referral)","Gentle Wave (iHeart Andrew Referral)","Q2-2021","","Commercial Velocity - New Business","913.00","6500","913.0000000000","","5/14/2021","Mike Iaco","Channel Partner"
"Joan's a Keeper","Joan's a Keeper-","Q2-2021","","Commercial Velocity - New Business","44.00","7500","44.0000000000","","5/1/2021","Pat Kreidler","Channel Partner"
"Cast Love","Cast Love","Q2-2021","","Commercial Velocity - New Business","58.00","33363","58.0000000000","","5/14/2021","Pat Kreidler","Channel Partner"
"Proof Syrup","Proof Syrup-","Q2-2021","","Commercial Velocity - New Business","59.00","3000","59.0000000000","","5/1/2021","Pat Kreidler","Channel Partner"
"MUD WTR","MudWtr-","Q2-2021","","Commercial Velocity - New Business","65.00","15000","65.0000000000","","5/14/2021","Pat Kreidler","Channel Partner"
"Diamante Eco Adventure Park","Diamante Eco Adventure Park","Q2-2021","","Commercial Velocity - New Business","111.00","5000","111.0000000000","","5/1/2021","Pat Kreidler","Channel Partner"
"MD Biologics","MD Biologics","Q2-2021","","Commercial Velocity - New Business","114.00","7584","114.0000000000","","5/4/2021","Pat Kreidler","Channel Partner"
"Bumpers","Bumpers-","Q2-2021","","Commercial Velocity - New Business","51.00","0","51.0000000000","","5/1/2021","Pat Kreidler","Inbound"
"Samovar Tea","Samovar Tea-","Q2-2021","","Commercial Velocity - New Business","59.00","1000","59.0000000000","","5/1/2021","Pat Kreidler","Inbound"
"Samovar Tea","Samovar Tea","Q2-2021","","Commercial Velocity - New Business","80.00","0","80.0000000000","","5/1/2021","Pat Kreidler","Inbound"
"Arlene","Arlene (Plant Based Cuisine Concept)","Q2-2021","","Commercial Velocity - New Business","80.00","7500","80.0000000000","","5/1/2021","Pat Kreidler","Inbound"
"Glo Pharma","Glo Pharma","Q2-2021","","Commercial Velocity - New Business","215.00","16913","215.0000000000","","5/1/2021","Pat Kreidler","Inbound"
"Abby's Better Nut Butter","Abby's Better Nut Butter-","Q2-2021","","Commercial Velocity - New Business","24.00","15000","24.0000000000","","5/7/2021","Pat Kreidler","Outbound"
"Appleton's Market","Appleton's Market-","Q2-2021","","Commercial Velocity - New Business","48.00","0","48.0000000000","","5/1/2021","Pat Kreidler","Outbound"
"Flip Fit","Flip Fit-","Q2-2021","","Commercial Velocity - New Business","52.00","0","52.0000000000","","5/9/2021","Pat Kreidler","Outbound"
"Dr. Squatch","Dr. Squatch","Q2-2021","","Commercial Velocity - New Business","73.00","1000","73.0000000000","","5/15/2021","Pat Kreidler","Outbound"
