"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Close Date","Opportunity Owner","Lead Source Category"
"MPL Brands","MPL Brands","Q4-2021","","Commercial Velocity - New Business","324.00","10000","324.0000000000","","10/15/2021","Kira Tirshfield","Inbound"
"The Pioneer Woman","Under the Canopy","Q4-2021","","Brand Strategy - New Business","389.00","9413","389.0000000000","","10/31/2021","Kira Tirshfield","Inbound"
"MotherBar","MotherBar","Q4-2021","","Brand Strategy - New Business","42.00","1000","42.0000000000","","10/1/2021","Kira Tirshfield","Other"
"Togeth3r","Togeth3r","Q4-2021","","Brand Strategy - New Business","0.00","22320","0.0000000000","","10/13/2021","Kira Tirshfield","Outbound"
"Instagram","biom","Q4-2021","","Brand Strategy - New Business","52.00","12941","52.0000000000","","10/11/2021","Kira Tirshfield","Outbound"
"EBOOST","EBOOST-","Q4-2021","","Brand Strategy - New Business","156.00","1000","156.0000000000","","10/31/2021","Kira Tirshfield","Outbound"
"Basile Built","Basile Built-","Q4-2021","","Brand Strategy - New Business","241.00","10000","241.0000000000","","10/31/2021","Kira Tirshfield","Outbound"
"VAT IT","VAT IT","Q4-2021","Austin working on projections to send next week","Rapid Growth Brands - New Business","42.00","32597","42.0000000000","9/28/2021 11:33 AM","10/14/2021","Matt Levitt","Channel Partner"
"BestOdds","Stram Entertainment-","Q4-2021","","Rapid Growth Brands - New Business","18.00","1000","18.0000000000","9/27/2021 3:15 PM","10/1/2021","Matt Levitt","Inbound"
"Cutera, Inc.","Cutera-","Q4-2021","","Rapid Growth Brands - New Business","41.00","1000","146.0000000000","","10/31/2021","Matt Levitt","Inbound"
"Rafay","Rafay Systems-","Q4-2021","","Rapid Growth Brands - New Business","76.00","7497","76.0000000000","9/13/2021 9:43 PM","10/31/2021","Matt Levitt","Inbound"
"Teamflow","Teamflow-","Q4-2021","Scope might be changing bc of team member fired","Rapid Growth Brands - New Business","20.00","20533","20.0000000000","","10/4/2021","Matt Levitt","Outbound"
"Alfred","Alfred-","Q4-2021","Waiting on signature from COO","Rapid Growth Brands - New Business","45.00","12893","45.0000000000","8/25/2021 7:21 AM","10/1/2021","Matt Levitt","Outbound"
"SBM Management","SBM Management-","Q4-2021","","Commercial Velocity - New Business","143.00","10000","143.0000000000","","10/1/2021","Matt Levitt","Outbound"
"neighborhoodist","neighborhoodist-","Q4-2021","","Commercial Velocity - New Business","14.00","10000","14.0000000000","","10/13/2021","Mike Iaco","Channel Partner"
"Twisted Throttle LLC","Twisted Throttle-","Q4-2021","","Commercial Velocity - New Business","35.00","1000","35.0000000000","","10/5/2021","Mike Iaco","Channel Partner"
"CyberMaxx","CyberMaxx","Q4-2021","","Commercial Velocity - New Business","35.00","5796","35.0000000000","9/21/2021 7:32 PM","10/26/2021","Mike Iaco","Channel Partner"
"Catalina Crunch","Catalina Crunch-","Q4-2021","","Commercial Velocity - New Business","71.00","4775","71.0000000000","9/20/2021 7:34 PM","10/15/2021","Mike Iaco","Channel Partner"
"Bridge Diagnostics","Bridge Diagnostics - Sales Collateral","Q4-2021","","Commercial Velocity - New Business","0.00","1953","0.0000000000","","10/11/2021","Mike Iaco","Inbound"
"IGS Realty Co","IGS Realty Co-","Q4-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","10/15/2021","Mike Iaco","Inbound"
"Gallant Capital","Gallant Capital-","Q4-2021","","Commercial Velocity - New Business","7.00","1000","7.0000000000","","10/21/2021","Mike Iaco","Inbound"
"Travis","Travis-","Q4-2021","","Commercial Velocity - New Business","8.00","1000","8.0000000000","","10/7/2021","Mike Iaco","Inbound"
"Food Fest Depot","Foodfest Depot-","Q4-2021","","Commercial Velocity - New Business","10.00","1000","10.0000000000","","10/29/2021","Mike Iaco","Inbound"
"Stax Capital","Stax Capital-","Q4-2021","","Commercial Velocity - New Business","23.00","1000","23.0000000000","","10/31/2021","Mike Iaco","Inbound"
"Reali","Reali","Q4-2021","","Commercial Velocity - New Business","35.00","7831","35.0000000000","9/28/2021 3:25 PM","10/25/2021","Mike Iaco","Inbound"
"Gogalapagos","Gogalapagos-","Q4-2021","","Commercial Velocity - New Business","40.00","13000","40.0000000000","9/14/2021 8:58 AM","10/12/2021","Mike Iaco","Inbound"
"Chesapeake Collection LLC","Chesapeake Collection LLC-","Q4-2021","","Commercial Velocity - New Business","53.00","1000","53.0000000000","","10/1/2021","Mike Iaco","Inbound"
"California Bank & Trust","Califonia Bank & Trust-","Q4-2021","","Commercial Velocity - New Business","59.00","1000","59.0000000000","","10/1/2021","Mike Iaco","Inbound"
"Milton's Craft Bakers","Milton's Craft Bakers","Q4-2021","","Commercial Velocity - New Business","55.00","13657","55.0000000000","","10/5/2021","Mike Iaco","Outbound"
"Sylvan Learning","Sylvan Learning","Q4-2021","","Commercial Velocity - New Business","76.00","20000","76.0000000000","","10/26/2021","Mike Iaco","Outbound"
"University of St. Augustine for Health Sciences","University of St. Augustine","Q4-2021","","Commercial Velocity - New Business","98.00","21224","98.0000000000","","10/28/2021","Mike Iaco","Outbound"
"Goodles","Goodles-","Q4-2021","","Commercial Velocity - New Business","50.00","24417","50.0000000000","","10/22/2021","Pat Kreidler","Channel Partner"
"LivKraft","LivKraft-","Q4-2021","","Commercial Velocity - New Business","72.00","5444","72.0000000000","","10/1/2021","Pat Kreidler","Outbound"
"AriZona Beverage Co.","AriZona Beverages-","Q4-2021","","Commercial Velocity - New Business","93.00","1000","93.0000000000","","10/1/2021","Pat Kreidler","Outbound"
"Freeman Spogli & Co.","Project Golden Knight Diligence","Q4-2021","","Private Equity - Diligence","1.00","10000","1.0000000000","","10/15/2021","Pierre Le Veaux","Channel Partner"
"hayabusa.com","Hayabusa Audit","Q4-2021","","Private Equity - Diligence","1.00","13950","1.0000000000","","10/29/2021","Pierre Le Veaux","Channel Partner"
"OYA Femtech Apparel","OYA Femtech Apparel","Q4-2021","","Private Equity - Diligence","5.00","7000","5.0000000000","","10/29/2021","Pierre Le Veaux","Channel Partner"
"Mura Software","Mura Software","Q4-2021","","Private Equity - Diligence","267.00","10000","267.0000000000","","10/29/2021","Pierre Le Veaux","Channel Partner"
"Broadtree Partners, LLC","Broadtree Partners - Semify Diligence","Q4-2021","","Private Equity - Diligence","0.00","9300","0.0000000000","","10/8/2021","Pierre Le Veaux","Outbound"
"SmartSweets","SmartSweets Retainer","Q4-2021","","Private Equity - Marketing Deal","49.00","54153","49.0000000000","","10/6/2021","Pierre Le Veaux","Outbound"
"Crunch Fitness","Crunch Fitness","Q4-2021","","Private Equity - Marketing Deal","262.00","1000","262.0000000000","","10/30/2021","Pierre Le Veaux","Outbound"
"Breadless","Breadless Startup","Q4-2021","","Private Equity - Marketing Deal","411.00","7000","411.0000000000","","10/30/2021","Pierre Le Veaux","Outbound"
"A Dozen Cousins","A Dozen Cousins-","Q4-2021","","Brand Strategy - New Business","8.00","21000","8.0000000000","","10/19/2021","Sara Brooks","Inbound"
"Ferry","Ferry-","Q4-2021","","Commercial Velocity - New Business","9.00","1000","9.0000000000","","10/6/2021","Zac Kyle","Channel Partner"
"Fluidity Barre","Fluidity Direct LLC-","Q4-2021","","Commercial Velocity - New Business","4.00","10000","4.0000000000","","10/29/2021","Zac Kyle","Inbound"
"NOVO Repairs","NOVO Repairs-","Q4-2021","","Commercial Velocity - New Business","7.00","1000","7.0000000000","","10/11/2021","Zac Kyle","Inbound"
"SP Nutraceuticals Inc.","SP Nutraceuticals Inc.-","Q4-2021","","Commercial Velocity - New Business","7.00","1000","7.0000000000","","10/11/2021","Zac Kyle","Inbound"
"Dixon Diab & Chambers LLP","Dixon Diab & Chambers LLP-","Q4-2021","","Commercial Velocity - New Business","7.00","10000","7.0000000000","","10/26/2021","Zac Kyle","Inbound"
"The Cut","The Cut-","Q4-2021","","Commercial Velocity - New Business","39.00","8834","39.0000000000","9/7/2021 12:26 PM","10/11/2021","Zac Kyle","Inbound"
"AskTheLawyers","AskTheLawyers-","Q4-2021","","Commercial Velocity - New Business","43.00","1000","43.0000000000","","10/1/2021","Zac Kyle","Inbound"
"jurisfinancial.com","Juris Financial-","Q4-2021","","Commercial Velocity - New Business","44.00","1000","44.0000000000","","10/1/2021","Zac Kyle","Inbound"
"San Diego Prestige","San Diego Prestige-","Q4-2021","","Commercial Velocity - New Business","46.00","1000","46.0000000000","","10/1/2021","Zac Kyle","Inbound"
"Zepp/Huami","Zepp/Huami-","Q4-2021","","Commercial Velocity - New Business","58.00","1000","58.0000000000","","10/1/2021","Zac Kyle","Inbound"
"Antonyan Miranda","Antonyan Miranda-","Q4-2021","","Commercial Velocity - New Business","72.00","1000","72.0000000000","","10/1/2021","Zac Kyle","Inbound"
"DREW CHILD DEVELOPMENT CORPORATION","Drew Child Development Corporati-","Q4-2021","","Commercial Velocity - New Business","143.00","100328","143.0000000000","","10/18/2021","Zac Kyle","Inbound"
"Gold Standard Care","Gold Standard Care","Q4-2021","","Commercial Velocity - New Business","245.00","10000","245.0000000000","","10/1/2021","Zac Kyle","Outbound"
"Treats","Treats LLC-","Q4-2021","","Brand Strategy - New Business","11.00","10000","11.0000000000","","11/9/2021","Alex Serna","Inbound"
"Saalt","Saalt-","Q4-2021","","Commercial Velocity - New Business","20.00","10000","20.0000000000","10/19/2021 6:45 AM","11/1/2021","Alex Serna","Inbound"
"Eighth Day Skin","Eighth Day skincare-","Q4-2021","","Commercial Velocity - New Business","25.00","10000","25.0000000000","","11/16/2021","Alex Serna","Inbound"
"Saalt","Saalt","Q4-2021","","Commercial Velocity - New Business","35.00","20000","35.0000000000","","11/15/2021","Alex Serna","Inbound"
"Allure Beauty Design LLC","Allure Beauty Design LLC-","Q4-2021","","Commercial Velocity - New Business","41.00","10000","41.0000000000","","11/10/2021","Alex Serna","Inbound"
"Mayorga Coffee","Mayorga Organics-","Q4-2021","","Commercial Velocity - New Business","49.00","10000","49.0000000000","","11/1/2021","Alex Serna","Inbound"
"Closet Factory","Closet Factory-","Q4-2021","","Commercial Velocity - New Business","76.00","140000","76.0000000000","","11/30/2021","Alex Serna","Inbound"
"Crude","CRUDE","Q4-2021","","Commercial Velocity - New Business","334.00","11460","334.0000000000","8/31/2021 9:44 AM","11/10/2021","Alex Serna","Inbound"
"Eighth Day Skin","Eighth Day Skin","Q4-2021","","Commercial Velocity - New Business","15.00","20000","15.0000000000","","11/9/2021","Alex Serna","Outbound"
"Andbio LLC","REUZEit Website","Q4-2021","","Commercial Velocity - New Business","88.00","93833","88.0000000000","9/3/2021 10:08 AM","11/30/2021","Alex Serna","Outbound"
"RUTI INC.","Ruti-","Q4-2021","","Commercial Velocity - New Business","45.00","17922","45.0000000000","10/6/2021 4:48 PM","11/18/2021","Ben Rogers","Channel Partner"
"Jockey International, Inc.","Jockey-","Q4-2021","","Commercial Velocity - New Business","80.00","1000","80.0000000000","","11/1/2021","Ben Rogers","Channel Partner"
"Pro Compression","For Bare Feet","Q4-2021","","Commercial Velocity - New Business","14.00","13298","14.0000000000","10/18/2021 10:46 AM","11/1/2021","Ben Rogers","Inbound"
"FabFitFun","FabFitFun","Q4-2021","","Rapid Growth Brands - New Business","121.00","112348","121.0000000000","10/18/2021 9:26 PM","11/10/2021","Connor Sanner","Channel Partner"
"Aftership Ltd","AfterShip","Q4-2021","","Rapid Growth Brands - New Business","261.00","10000","261.0000000000","","11/11/2021","Connor Sanner","Channel Partner"
"Clark Howard, Inc.","Clark","Q4-2021","","Strategic Accounts - New Business","14.00","46500","14.0000000000","","11/5/2021","Corey Eulas","Channel Partner"
"Reonomy","Reonomy","Q4-2021","","Strategic Accounts - New Business","14.00","9858","14.0000000000","","11/15/2021","Corey Eulas","Channel Partner"
"Basecamp","Basecamp","Q4-2021","","Strategic Accounts - New Business","24.00","13950","24.0000000000","","11/15/2021","Corey Eulas","Channel Partner"
"Comrad Socks","Comrad Socks","Q4-2021","","Strategic Accounts - New Business","42.00","10000","42.0000000000","","11/15/2021","Corey Eulas","Channel Partner"
"Circa Inc","Circa Jewelers","Q4-2021","","Strategic Accounts - New Business","66.00","9106","66.0000000000","","11/1/2021","Corey Eulas","Channel Partner"
"UnHide.us","UnHide.us","Q4-2021","","Strategic Accounts - New Business","77.00","9858","77.0000000000","","11/1/2021","Corey Eulas","Channel Partner"
"Sparta Systems Inc","Sparta Systems","Q4-2021","","Strategic Accounts - New Business","77.00","20739","77.0000000000","","11/1/2021","Corey Eulas","Channel Partner"
"Pipefy Inc","Pipefy","Q4-2021","","Strategic Accounts - New Business","89.00","1000","89.0000000000","","11/24/2021","Corey Eulas","Channel Partner"
"Mynd Inc","Mynd","Q4-2021","","Strategic Accounts - New Business","91.00","16292","91.0000000000","","11/1/2021","Corey Eulas","Channel Partner"
"1-800-FLOWERS.COM, Inc.","1800 Flowers (Berries.com)","Q4-2021","","Strategic Accounts - New Business","112.00","13485","112.0000000000","","11/1/2021","Corey Eulas","Channel Partner"
"smarTours","SmarTours","Q4-2021","","Strategic Accounts - New Business","135.00","10000","135.0000000000","11/1/2021 8:59 AM","11/24/2021","Corey Eulas","Channel Partner"
"Experian","Experian","Q4-2021","","Strategic Accounts - New Business","189.00","10000","189.0000000000","","11/1/2021","Corey Eulas","Inbound"
"The Pill Club","The Pill Club-","Q4-2021","","Commercial Velocity - New Business","48.00","13728","48.0000000000","","11/24/2021","Hannah Underhill","Outbound"
"Stepful","Stepful - Creative Services","Q4-2021","","Rapid Growth Brands - New Business","127.00","10000","127.0000000000","","11/30/2021","Jake Mehani","Channel Partner"
"Snibbs","Snibbs","Q4-2021","","Rapid Growth Brands - New Business","252.00","17903","252.0000000000","10/27/2021 10:38 AM","11/1/2021","Jake Mehani","Channel Partner"
"Marsha Stone","Marsha Stone-","Q4-2021","","Brand Strategy - New Business","0.00","10000","0.0000000000","","11/16/2021","Kira Tirshfield","Inbound"
"The Brow Trio","The Brow Trio","Q4-2021","","Brand Strategy - New Business","0.00","10000","0.0000000000","","11/24/2021","Kira Tirshfield","Inbound"
"Urban Plates","Urban Plates, LLC-","Q4-2021","","Brand Strategy - New Business","2.00","10000","2.0000000000","","11/11/2021","Kira Tirshfield","Inbound"
"Salento Organics LLC","Salento Organics LLC-","Q4-2021","","Brand Strategy - New Business","4.00","10000","4.0000000000","","11/16/2021","Kira Tirshfield","Inbound"
"Mica on Melrose","Mica on Melrose-","Q4-2021","","Brand Strategy - New Business","6.00","10000","6.0000000000","","11/8/2021","Kira Tirshfield","Inbound"
"Glam Palm","Glam Palm-","Q4-2021","","Brand Strategy - New Business","7.00","10000","7.0000000000","","11/16/2021","Kira Tirshfield","Inbound"
"FIELD + FARMER","FIELD + FARMER-","Q4-2021","","Brand Strategy - New Business","13.00","10000","13.0000000000","","11/4/2021","Kira Tirshfield","Inbound"
"Sundial Foods","Sundial Foods-","Q4-2021","","Brand Strategy - New Business","14.00","10000","14.0000000000","","11/8/2021","Kira Tirshfield","Inbound"
"Neura Health","Neura Health-","Q4-2021","","Brand Strategy - New Business","14.00","10000","14.0000000000","","11/15/2021","Kira Tirshfield","Inbound"
"cocojune products","cocojune products-","Q4-2021","","Brand Strategy - New Business","15.00","10000","15.0000000000","","11/4/2021","Kira Tirshfield","Inbound"
"Boldify","Boldify-","Q4-2021","","Brand Strategy - New Business","23.00","8000","23.0000000000","10/14/2021 1:21 PM","11/4/2021","Kira Tirshfield","Inbound"
"Grüner Wellness","Grüner Wellness-","Q4-2021","","Brand Strategy - New Business","25.00","10000","25.0000000000","","11/1/2021","Kira Tirshfield","Inbound"
"Twinings","Twinings","Q4-2021","","Brand Strategy - New Business","27.00","13671","27.0000000000","11/4/2021 7:51 AM","11/15/2021","Kira Tirshfield","Inbound"
"Greenhouse","Greenhouse.ca-","Q4-2021","","Brand Strategy - New Business","27.00","10000","27.0000000000","11/4/2021 7:48 AM","11/15/2021","Kira Tirshfield","Inbound"
"jeni's splendid ice creams","jeni's splendid ice creams-","Q4-2021","","Brand Strategy - New Business","36.00","1000","36.0000000000","11/4/2021 7:48 AM","11/23/2021","Kira Tirshfield","Inbound"
"SUNBOY","SUNBOY-","Q4-2021","","Rapid Growth Brands - New Business","40.00","1000","40.0000000000","10/14/2021 5:35 PM","11/1/2021","Kira Tirshfield","Inbound"
"L-Nutra","Prolon / L-Nutra","Q4-2021","","Brand Strategy - New Business","40.00","15000","40.0000000000","","11/8/2021","Kira Tirshfield","Inbound"
"SuperMeat","SuperMeat-","Q4-2021","","Rapid Growth Brands - New Business","43.00","10000","43.0000000000","11/7/2021 4:59 PM","11/18/2021","Kira Tirshfield","Inbound"
"VIGNOLI FOOD ANTHOLOGY","Vignoli Foods","Q4-2021","","Brand Strategy - New Business","45.00","10000","45.0000000000","10/6/2021 1:05 PM","11/4/2021","Kira Tirshfield","Inbound"
"Kinder's Premium Quality Seasonings & Sauces","Kinder's","Q4-2021","","Brand Strategy - New Business","51.00","1000","51.0000000000","9/20/2021 9:41 AM","11/4/2021","Kira Tirshfield","Inbound"
"Risely","Risely-","Q4-2021","","Brand Strategy - New Business","56.00","10000","56.0000000000","10/14/2021 2:49 PM","11/15/2021","Kira Tirshfield","Inbound"
"Zuma Nutrition","Zuma Nutrition-","Q4-2021","","Brand Strategy - New Business","77.00","10000","77.0000000000","","11/30/2021","Kira Tirshfield","Inbound"
"Dukkan Foods","Dukkan Foods","Q4-2021","","Brand Strategy - New Business","84.00","1000","84.0000000000","10/6/2021 12:59 PM","11/30/2021","Kira Tirshfield","Inbound"
"La Tourangelle","La Tourangelle","Q4-2021","","Brand Strategy - New Business","256.00","10000","256.0000000000","9/20/2021 9:42 AM","11/4/2021","Kira Tirshfield","Inbound"
"Keepler","Keepler","Q4-2021","","Brand Strategy - New Business","0.00","10230","0.0000000000","","11/30/2021","Kira Tirshfield","Outbound"
"The Lemon Perfect Company","Lemon Perfect-","Q4-2021","","Brand Strategy - New Business","0.00","15000","0.0000000000","","11/30/2021","Kira Tirshfield","Outbound"
"Cove Kombucha","Cove Kombucha-","Q4-2021","","Brand Strategy - New Business","17.00","10000","17.0000000000","","11/4/2021","Kira Tirshfield","Outbound"
"Mid-Day Squares","Mid-Day Squares-","Q4-2021","","Rapid Growth Brands - New Business","33.00","10000","33.0000000000","","11/1/2021","Kira Tirshfield","Outbound"
"111Skin","111Skin-","Q4-2021","","Brand Strategy - New Business","47.00","1000","47.0000000000","10/14/2021 5:32 PM","11/30/2021","Kira Tirshfield","Outbound"
"Shareforce","Shareforce-","Q4-2021","","Rapid Growth Brands - New Business","10.00","10000","10.0000000000","","11/12/2021","Matt Levitt","Channel Partner"
"Lawmatics","Lawmatics-","Q4-2021","work on bp & referrals","Rapid Growth Brands - New Business","23.00","14268","23.0000000000","10/21/2021 12:11 PM","11/11/2021","Matt Levitt","Channel Partner"
"Playroll","Playroll-","Q4-2021","Brendon meeting with board on Tuesday 10/5 for final approval","Rapid Growth Brands - New Business","51.00","12288","51.0000000000","","11/11/2021","Matt Levitt","Channel Partner"
"Agate Software","Agate Software-","Q4-2021","","Rapid Growth Brands - New Business","0.00","10000","0.0000000000","","11/2/2021","Matt Levitt","Inbound"
"Nuvolo","Nuvolo-","Q4-2021","","Rapid Growth Brands - New Business","8.00","10000","8.0000000000","","11/16/2021","Matt Levitt","Inbound"
"Integral Ad Science","Integral Ad Science-","Q4-2021","","Rapid Growth Brands - New Business","10.00","10000","10.0000000000","","11/5/2021","Matt Levitt","Inbound"
"ManyChat","ManyChat-","Q4-2021","","Rapid Growth Brands - New Business","10.00","10000","10.0000000000","","11/5/2021","Matt Levitt","Inbound"
"ONEC Group","AirByDesign Corp-","Q4-2021","","Rapid Growth Brands - New Business","14.00","10000","14.0000000000","","11/1/2021","Matt Levitt","Inbound"
"VIDERI Inc.","Videri Inc-","Q4-2021","DQing - budget and needs","Rapid Growth Brands - New Business","19.00","10000","19.0000000000","","11/1/2021","Matt Levitt","Inbound"
"Crossborderit","Crossborderit","Q4-2021","disco on 10/28","Rapid Growth Brands - New Business","27.00","10000","27.0000000000","","11/16/2021","Matt Levitt","Inbound"
"Deacon","Diakont-","Q4-2021","need to check with annie on timing","Rapid Growth Brands - New Business","31.00","10000","31.0000000000","11/8/2021 10:18 PM","11/19/2021","Matt Levitt","Inbound"
